prompt,answer,topic,family,difficulty
6 x 20,120,Multiplication,Times_6,very hard
946 - 446,500,Subtraction,Subtraction_Hard,hard
280 / 10,28,Division,Division_Hard,hard
20 x 20,400,Multiplication,Times_20,very hard
3 x 20,60,Multiplication,Times_3,very hard
5 x 16,80,Multiplication,Times_5,very hard
435 - 319,116,Subtraction,Subtraction_Medium,medium
751 - 66,685,Subtraction,Subtraction_Hard,hard
5 x 3,15,Multiplication,Times_5,easy
16 x 17,272,Multiplication,Times_16,very hard
13 x 6,78,Multiplication,Times_13,hard
16 x 4,64,Multiplication,Times_16,very hard
266 / 7,38,Division,Division_Hard,hard
12 x 17,204,Multiplication,Times_12,very hard
878 + 512,1390,Addition,Addition_Hard,hard
360 / 9,40,Division,Division_Hard,hard
2 x 14,28,Multiplication,Times_2,hard
4 x 15,60,Multiplication,Times_4,hard
18 x 18,324,Multiplication,Times_18,very hard
710 + 385,1095,Addition,Addition_Hard,hard
72 - 8,64,Subtraction,Subtraction_Easy,easy
949 - 91,858,Subtraction,Subtraction_Hard,hard
132 + 220,352,Addition,Addition_Medium,medium
16 x 10,160,Multiplication,Times_16,very hard
96 / 6,16,Division,Division_Medium,medium
18 x 5,90,Multiplication,Times_18,very hard
12 x 9,108,Multiplication,Times_12,medium
13 x 11,143,Multiplication,Times_13,hard
15 + 5,20,Addition,Addition_Easy,easy
2 x 10,20,Multiplication,Times_2,easy
304 - 77,227,Subtraction,Subtraction_Medium,medium
627 - 467,160,Subtraction,Subtraction_Medium,medium
228 + 189,417,Addition,Addition_Medium,medium
98 - 52,46,Subtraction,Subtraction_Easy,easy
17 x 11,187,Multiplication,Times_17,very hard
437 / 19,23,Division,Division_Medium,medium
997 + 993,1990,Addition,Addition_Hard,hard
165 - 162,3,Subtraction,Subtraction_Easy,easy
494 - 93,401,Subtraction,Subtraction_Medium,medium
468 / 18,26,Division,Division_Hard,hard
920 / 20,46,Division,Division_Hard,hard
3 x 18,54,Multiplication,Times_3,very hard
10 x 16,160,Multiplication,Times_10,very hard
2 x 13,26,Multiplication,Times_2,hard
745 - 338,407,Subtraction,Subtraction_Medium,medium
118 - 9,109,Subtraction,Subtraction_Medium,medium
308 / 14,22,Division,Division_Medium,medium
276 - 215,61,Subtraction,Subtraction_Easy,easy
13 x 19,247,Multiplication,Times_13,very hard
859 - 764,95,Subtraction,Subtraction_Easy,easy
4 x 11,44,Multiplication,Times_4,medium
20 x 2,40,Multiplication,Times_20,very hard
4 x 20,80,Multiplication,Times_4,very hard
65 + 221,286,Addition,Addition_Medium,medium
17 x 10,170,Multiplication,Times_17,very hard
201 + 812,1013,Addition,Addition_Hard,hard
941 + 927,1868,Addition,Addition_Hard,hard
814 - 415,399,Subtraction,Subtraction_Medium,medium
13 x 15,195,Multiplication,Times_13,hard
350 - 61,289,Subtraction,Subtraction_Medium,medium
14 x 3,42,Multiplication,Times_14,hard
24 + 33,57,Addition,Addition_Easy,easy
609 - 226,383,Subtraction,Subtraction_Medium,medium
192 + 193,385,Addition,Addition_Medium,medium
608 - 539,69,Subtraction,Subtraction_Easy,easy
146 + 94,240,Addition,Addition_Medium,medium
8 x 3,24,Multiplication,Times_8,easy
171 + 148,319,Addition,Addition_Medium,medium
315 / 9,35,Division,Division_Hard,hard
3 x 12,36,Multiplication,Times_3,medium
446 - 67,379,Subtraction,Subtraction_Medium,medium
6 x 15,90,Multiplication,Times_6,hard
2 x 12,24,Multiplication,Times_2,medium
9 x 13,117,Multiplication,Times_9,hard
16 x 20,320,Multiplication,Times_16,very hard
851 - 591,260,Subtraction,Subtraction_Medium,medium
12 x 12,144,Multiplication,Times_12,medium
199 - 136,63,Subtraction,Subtraction_Easy,easy
8 x 18,144,Multiplication,Times_8,very hard
8 x 5,40,Multiplication,Times_8,easy
243 - 242,1,Subtraction,Subtraction_Easy,easy
12 x 13,156,Multiplication,Times_12,hard
17 x 14,238,Multiplication,Times_17,very hard
11 x 8,88,Multiplication,Times_11,medium
624 - 367,257,Subtraction,Subtraction_Medium,medium
317 - 89,228,Subtraction,Subtraction_Medium,medium
5 x 17,85,Multiplication,Times_5,very hard
7 x 9,63,Multiplication,Times_7,easy
500 + 506,1006,Addition,Addition_Hard,hard
5 x 9,45,Multiplication,Times_5,easy
540 / 15,36,Division,Division_Hard,hard
155 - 4,151,Subtraction,Subtraction_Medium,medium
298 - 228,70,Subtraction,Subtraction_Easy,easy
624 - 505,119,Subtraction,Subtraction_Medium,medium
3 x 6,18,Multiplication,Times_3,easy
36 + 18,54,Addition,Addition_Easy,easy
10 x 14,140,Multiplication,Times_10,hard
917 - 93,824,Subtraction,Subtraction_Hard,hard
645 / 15,43,Division,Division_Hard,hard
16 + 25,41,Addition,Addition_Easy,easy
900 - 175,725,Subtraction,Subtraction_Hard,hard
18 + 12,30,Addition,Addition_Easy,easy
19 x 9,171,Multiplication,Times_19,very hard
18 x 9,162,Multiplication,Times_18,very hard
41 + 50,91,Addition,Addition_Easy,easy
5 x 20,100,Multiplication,Times_5,very hard
8 x 17,136,Multiplication,Times_8,very hard
9 x 2,18,Multiplication,Times_9,easy
459 - 209,250,Subtraction,Subtraction_Medium,medium
716 + 649,1365,Addition,Addition_Hard,hard
16 x 3,48,Multiplication,Times_16,very hard
364 - 140,224,Subtraction,Subtraction_Medium,medium
682 - 537,145,Subtraction,Subtraction_Medium,medium
14 x 5,70,Multiplication,Times_14,hard
136 - 116,20,Subtraction,Subtraction_Easy,easy
8 x 4,32,Multiplication,Times_8,easy
4 + 42,46,Addition,Addition_Easy,easy
114 - 88,26,Subtraction,Subtraction_Easy,easy
3 x 2,6,Multiplication,Times_3,easy
34 + 9,43,Addition,Addition_Easy,easy
10 x 9,90,Multiplication,Times_10,easy
955 + 994,1949,Addition,Addition_Hard,hard
386 + 419,805,Addition,Addition_Hard,hard
20 x 8,160,Multiplication,Times_20,very hard
11 x 16,176,Multiplication,Times_11,very hard
85 - 6,79,Subtraction,Subtraction_Easy,easy
235 / 5,47,Division,Division_Hard,hard
5 x 4,20,Multiplication,Times_5,easy
5 x 6,30,Multiplication,Times_5,easy
903 - 653,250,Subtraction,Subtraction_Medium,medium
7 x 18,126,Multiplication,Times_7,very hard
13 x 5,65,Multiplication,Times_13,hard
867 - 260,607,Subtraction,Subtraction_Hard,hard
11 x 2,22,Multiplication,Times_11,medium
3 x 16,48,Multiplication,Times_3,very hard
133 - 91,42,Subtraction,Subtraction_Easy,easy
708 - 510,198,Subtraction,Subtraction_Medium,medium
999 - 260,739,Subtraction,Subtraction_Hard,hard
905 - 894,11,Subtraction,Subtraction_Easy,easy
334 - 186,148,Subtraction,Subtraction_Medium,medium
149 - 139,10,Subtraction,Subtraction_Easy,easy
938 - 858,80,Subtraction,Subtraction_Easy,easy
2 x 5,10,Multiplication,Times_2,easy
200 + 239,439,Addition,Addition_Medium,medium
88 + 105,193,Addition,Addition_Medium,medium
3 + 24,27,Addition,Addition_Easy,easy
2 x 9,18,Multiplication,Times_2,easy
728 - 68,660,Subtraction,Subtraction_Hard,hard
245 / 7,35,Division,Division_Hard,hard
41 + 15,56,Addition,Addition_Easy,easy
9 x 4,36,Multiplication,Times_9,easy
8 x 14,112,Multiplication,Times_8,hard
126 + 157,283,Addition,Addition_Medium,medium
900 / 20,45,Division,Division_Hard,hard
768 - 295,473,Subtraction,Subtraction_Medium,medium
217 + 140,357,Addition,Addition_Medium,medium
63 / 9,7,Division,Division_Easy,easy
750 / 15,50,Division,Division_Hard,hard
10 x 20,200,Multiplication,Times_10,very hard
364 / 13,28,Division,Division_Hard,hard
247 + 199,446,Addition,Addition_Medium,medium
483 - 126,357,Subtraction,Subtraction_Medium,medium
7 x 2,14,Multiplication,Times_7,easy
15 x 13,195,Multiplication,Times_15,hard
21 + 48,69,Addition,Addition_Easy,easy
12 x 2,24,Multiplication,Times_12,medium
174 - 164,10,Subtraction,Subtraction_Easy,easy
8 x 19,152,Multiplication,Times_8,very hard
375 - 235,140,Subtraction,Subtraction_Medium,medium
962 - 761,201,Subtraction,Subtraction_Medium,medium
949 - 137,812,Subtraction,Subtraction_Hard,hard
192 + 61,253,Addition,Addition_Medium,medium
152 / 4,38,Division,Division_Hard,hard
184 + 120,304,Addition,Addition_Medium,medium
14 x 16,224,Multiplication,Times_14,very hard
552 + 716,1268,Addition,Addition_Hard,hard
19 x 2,38,Multiplication,Times_19,very hard
684 - 571,113,Subtraction,Subtraction_Medium,medium
10 x 17,170,Multiplication,Times_10,very hard
12 x 16,192,Multiplication,Times_12,very hard
15 x 16,240,Multiplication,Times_15,very hard
3 x 7,21,Multiplication,Times_3,easy
268 - 263,5,Subtraction,Subtraction_Easy,easy
228 + 75,303,Addition,Addition_Medium,medium
3 x 11,33,Multiplication,Times_3,medium
946 - 634,312,Subtraction,Subtraction_Medium,medium
17 x 3,51,Multiplication,Times_17,very hard
19 x 8,152,Multiplication,Times_19,very hard
468 / 18,26,Division,Division_Hard,hard
818 - 541,277,Subtraction,Subtraction_Medium,medium
14 x 20,280,Multiplication,Times_14,very hard
266 + 313,579,Addition,Addition_Hard,hard
10 x 6,60,Multiplication,Times_10,easy
6 x 8,48,Multiplication,Times_6,easy
12 x 7,84,Multiplication,Times_12,medium
14 x 4,56,Multiplication,Times_14,hard
5 x 10,50,Multiplication,Times_5,easy
432 + 686,1118,Addition,Addition_Hard,hard
82 + 155,237,Addition,Addition_Medium,medium
18 x 11,198,Multiplication,Times_18,very hard
13 x 18,234,Multiplication,Times_13,very hard
13 x 20,260,Multiplication,Times_13,very hard
2 + 39,41,Addition,Addition_Easy,easy
2 x 16,32,Multiplication,Times_2,very hard
9 x 6,54,Multiplication,Times_9,easy
224 / 14,16,Division,Division_Medium,medium
840 + 606,1446,Addition,Addition_Hard,hard
652 - 416,236,Subtraction,Subtraction_Medium,medium
413 - 147,266,Subtraction,Subtraction_Medium,medium
16 x 9,144,Multiplication,Times_16,very hard
13 x 8,104,Multiplication,Times_13,hard
163 - 133,30,Subtraction,Subtraction_Easy,easy
29 + 18,47,Addition,Addition_Easy,easy
162 - 60,102,Subtraction,Subtraction_Medium,medium
30 + 5,35,Addition,Addition_Easy,easy
156 - 23,133,Subtraction,Subtraction_Medium,medium
752 - 644,108,Subtraction,Subtraction_Medium,medium
150 / 6,25,Division,Division_Medium,medium
16 x 8,128,Multiplication,Times_16,very hard
10 x 11,110,Multiplication,Times_10,medium
143 + 164,307,Addition,Addition_Medium,medium
24 + 18,42,Addition,Addition_Easy,easy
98 + 137,235,Addition,Addition_Medium,medium
97 - 90,7,Subtraction,Subtraction_Easy,easy
19 x 13,247,Multiplication,Times_19,very hard
196 / 4,49,Division,Division_Hard,hard
10 + 47,57,Addition,Addition_Easy,easy
193 + 114,307,Addition,Addition_Medium,medium
5 x 5,25,Multiplication,Times_5,easy
10 x 13,130,Multiplication,Times_10,hard
313 - 301,12,Subtraction,Subtraction_Easy,easy
181 + 124,305,Addition,Addition_Medium,medium
79 - 66,13,Subtraction,Subtraction_Easy,easy
237 + 174,411,Addition,Addition_Medium,medium
8 x 7,56,Multiplication,Times_8,easy
4 + 38,42,Addition,Addition_Easy,easy
14 x 18,252,Multiplication,Times_14,very hard
7 x 13,91,Multiplication,Times_7,hard
118 + 224,342,Addition,Addition_Medium,medium
7 x 11,77,Multiplication,Times_7,medium
11 x 13,143,Multiplication,Times_11,hard
6 x 17,102,Multiplication,Times_6,very hard
16 x 11,176,Multiplication,Times_16,very hard
14 + 23,37,Addition,Addition_Easy,easy
4 x 5,20,Multiplication,Times_4,easy
17 + 31,48,Addition,Addition_Easy,easy
850 - 571,279,Subtraction,Subtraction_Medium,medium
4 x 3,12,Multiplication,Times_4,easy
74 - 43,31,Subtraction,Subtraction_Easy,easy
18 x 6,108,Multiplication,Times_18,very hard
187 / 17,11,Division,Division_Medium,medium
10 x 15,150,Multiplication,Times_10,hard
17 x 9,153,Multiplication,Times_17,very hard
16 x 6,96,Multiplication,Times_16,very hard
3 x 5,15,Multiplication,Times_3,easy
10 x 8,80,Multiplication,Times_10,easy
285 / 19,15,Division,Division_Medium,medium
47 + 6,53,Addition,Addition_Easy,easy
5 x 18,90,Multiplication,Times_5,very hard
8 x 8,64,Multiplication,Times_8,easy
705 - 693,12,Subtraction,Subtraction_Easy,easy
7 x 7,49,Multiplication,Times_7,easy
4 x 13,52,Multiplication,Times_4,hard
6 x 18,108,Multiplication,Times_6,very hard
108 - 3,105,Subtraction,Subtraction_Medium,medium
4 x 19,76,Multiplication,Times_4,very hard
4 x 6,24,Multiplication,Times_4,easy
165 / 15,11,Division,Division_Medium,medium
699 - 550,149,Subtraction,Subtraction_Medium,medium
56 / 2,28,Division,Division_Hard,hard
16 x 14,224,Multiplication,Times_16,very hard
737 - 456,281,Subtraction,Subtraction_Medium,medium
203 / 7,29,Division,Division_Hard,hard
343 - 262,81,Subtraction,Subtraction_Easy,easy
17 x 13,221,Multiplication,Times_17,very hard
11 x 12,132,Multiplication,Times_11,medium
15 x 11,165,Multiplication,Times_15,hard
620 + 444,1064,Addition,Addition_Hard,hard
2 x 8,16,Multiplication,Times_2,easy
12 x 6,72,Multiplication,Times_12,medium
6 x 12,72,Multiplication,Times_6,medium
15 x 18,270,Multiplication,Times_15,very hard
19 x 6,114,Multiplication,Times_19,very hard
935 + 502,1437,Addition,Addition_Hard,hard
6 + 2,8,Addition,Addition_Easy,easy
6 x 4,24,Multiplication,Times_6,easy
240 + 374,614,Addition,Addition_Hard,hard
4 x 2,8,Multiplication,Times_4,easy
06-Mar,2,Division,Division_Easy,easy
7 x 17,119,Multiplication,Times_7,very hard
566 + 841,1407,Addition,Addition_Hard,hard
125 - 25,100,Subtraction,Subtraction_Medium,medium
170 + 85,255,Addition,Addition_Medium,medium
556 - 296,260,Subtraction,Subtraction_Medium,medium
7 x 3,21,Multiplication,Times_7,easy
714 - 347,367,Subtraction,Subtraction_Medium,medium
17 x 19,323,Multiplication,Times_17,very hard
720 / 20,36,Division,Division_Hard,hard
6 x 19,114,Multiplication,Times_6,very hard
19 x 3,57,Multiplication,Times_19,very hard
13 x 16,208,Multiplication,Times_13,very hard
51 / 17,3,Division,Division_Easy,easy
20 x 14,280,Multiplication,Times_20,very hard
576 / 12,48,Division,Division_Hard,hard
13 x 7,91,Multiplication,Times_13,hard
612 / 18,34,Division,Division_Hard,hard
105 - 87,18,Subtraction,Subtraction_Easy,easy
160 / 4,40,Division,Division_Hard,hard
437 - 271,166,Subtraction,Subtraction_Medium,medium
702 + 999,1701,Addition,Addition_Hard,hard
15 x 2,30,Multiplication,Times_15,hard
18 x 8,144,Multiplication,Times_18,very hard
68 + 223,291,Addition,Addition_Medium,medium
205 / 5,41,Division,Division_Hard,hard
5 + 27,32,Addition,Addition_Easy,easy
312 - 311,1,Subtraction,Subtraction_Easy,easy
37 + 13,50,Addition,Addition_Easy,easy
807 - 84,723,Subtraction,Subtraction_Hard,hard
507 + 836,1343,Addition,Addition_Hard,hard
19 x 18,342,Multiplication,Times_19,very hard
810 - 397,413,Subtraction,Subtraction_Medium,medium
220 / 10,22,Division,Division_Medium,medium
118 + 139,257,Addition,Addition_Medium,medium
380 / 19,20,Division,Division_Medium,medium
16 x 5,80,Multiplication,Times_16,very hard
20 x 10,200,Multiplication,Times_20,very hard
72 / 12,6,Division,Division_Easy,easy
85 / 5,17,Division,Division_Medium,medium
524 - 185,339,Subtraction,Subtraction_Medium,medium
17 x 17,289,Multiplication,Times_17,very hard
7 x 16,112,Multiplication,Times_7,very hard
639 + 282,921,Addition,Addition_Hard,hard
18 x 3,54,Multiplication,Times_18,very hard
35 + 32,67,Addition,Addition_Easy,easy
11 x 18,198,Multiplication,Times_11,very hard
760 - 616,144,Subtraction,Subtraction_Medium,medium
2 x 3,6,Multiplication,Times_2,easy
9 x 19,171,Multiplication,Times_9,very hard
198 + 57,255,Addition,Addition_Medium,medium
828 - 508,320,Subtraction,Subtraction_Medium,medium
460 - 2,458,Subtraction,Subtraction_Medium,medium
374 - 342,32,Subtraction,Subtraction_Easy,easy
20 x 9,180,Multiplication,Times_20,very hard
657 - 545,112,Subtraction,Subtraction_Medium,medium
17 x 6,102,Multiplication,Times_17,very hard
37 + 34,71,Addition,Addition_Easy,easy
432 / 18,24,Division,Division_Medium,medium
7 x 10,70,Multiplication,Times_7,easy
583 - 179,404,Subtraction,Subtraction_Medium,medium
76 / 2,38,Division,Division_Hard,hard
523 - 377,146,Subtraction,Subtraction_Medium,medium
532 + 940,1472,Addition,Addition_Hard,hard
435 / 15,29,Division,Division_Hard,hard
986 + 267,1253,Addition,Addition_Hard,hard
445 - 63,382,Subtraction,Subtraction_Medium,medium
210 + 90,300,Addition,Addition_Medium,medium
493 + 400,893,Addition,Addition_Hard,hard
8 x 2,16,Multiplication,Times_8,easy
35 + 10,45,Addition,Addition_Easy,easy
16 x 7,112,Multiplication,Times_16,very hard
36 / 3,12,Division,Division_Medium,medium
17 x 2,34,Multiplication,Times_17,very hard
22 + 12,34,Addition,Addition_Easy,easy
360 - 181,179,Subtraction,Subtraction_Medium,medium
7 x 4,28,Multiplication,Times_7,easy
461 - 1,460,Subtraction,Subtraction_Medium,medium
137 - 37,100,Subtraction,Subtraction_Medium,medium
18 x 13,234,Multiplication,Times_18,very hard
364 + 432,796,Addition,Addition_Hard,hard
3 x 19,57,Multiplication,Times_3,very hard
7 + 46,53,Addition,Addition_Easy,easy
431 + 339,770,Addition,Addition_Hard,hard
899 - 740,159,Subtraction,Subtraction_Medium,medium
742 - 662,80,Subtraction,Subtraction_Easy,easy
585 + 521,1106,Addition,Addition_Hard,hard
139 + 250,389,Addition,Addition_Medium,medium
160 / 8,20,Division,Division_Medium,medium
779 - 560,219,Subtraction,Subtraction_Medium,medium
427 - 261,166,Subtraction,Subtraction_Medium,medium
21 + 8,29,Addition,Addition_Easy,easy
426 + 471,897,Addition,Addition_Hard,hard
187 - 20,167,Subtraction,Subtraction_Medium,medium
2 x 2,4,Multiplication,Times_2,easy
384 / 8,48,Division,Division_Hard,hard
107 - 45,62,Subtraction,Subtraction_Easy,easy
113 + 228,341,Addition,Addition_Medium,medium
154 / 7,22,Division,Division_Medium,medium
877 - 434,443,Subtraction,Subtraction_Medium,medium
11 x 5,55,Multiplication,Times_11,medium
616 / 14,44,Division,Division_Hard,hard
08-Apr,2,Division,Division_Easy,easy
17 x 20,340,Multiplication,Times_17,very hard
20 x 5,100,Multiplication,Times_20,very hard
2 x 18,36,Multiplication,Times_2,very hard
10 x 2,20,Multiplication,Times_10,easy
159 + 85,244,Addition,Addition_Medium,medium
