prompt,answer,topic,family,difficulty
Which artist took 'Eternal Flame' into the UK charts in the 1980s?,The Bangles,1980s UK Chart Hits,Music,mid
Which artist took 'Need You Tonight' into the UK charts in the 1980s?,INXS,1980s UK Chart Hits,Music,mid
Which artist took 'Don't Turn Around' into the UK charts in the 1980s?,Aswad,1980s UK Chart Hits,Music,mid
Which artist took 'Especially for You' into the UK charts in the 1980s?,Kylie Minogue & Jason Donovan,1980s UK Chart Hits,Music,mid
Which artist took 'People Are People' into the UK charts in the 1980s?,Depeche Mode,1980s UK Chart Hits,Music,mid
Which artist took 'Don't You Want Me' into the UK charts in the 1980s?,The Human League,1980s UK Chart Hits,Music,mid
Which artist took 'Start!' into the UK charts in the 1980s?,The Jam,1980s UK Chart Hits,Music,mid
Which artist took 'Always on My Mind' into the UK charts in the 1980s?,Pet Shop Boys,1980s UK Chart Hits,Music,mid
Which artist took 'True' into the UK charts in the 1980s?,Spandau Ballet,1980s UK Chart Hits,Music,mid
Which artist took '(Keep Feeling) Fascination' into the UK charts in the 1980s?,The Human League,1980s UK Chart Hits,Music,mid
Which artist took 'Down Under' into the UK charts in the 1980s?,Men at Work,1980s UK Chart Hits,Music,mid
Which artist took 'Africa' into the UK charts in the 1980s?,Toto,1980s UK Chart Hits,Music,mid
Which artist took 'Chain Reaction' into the UK charts in the 1980s?,Diana Ross,1980s UK Chart Hits,Music,mid
Which artist took 'I Just Called to Say I Love You' into the UK charts in the 1980s?,Stevie Wonder,1980s UK Chart Hits,Music,mid
Which artist took 'Tainted Love' into the UK charts in the 1980s?,Soft Cell,1980s UK Chart Hits,Music,mid
Which artist took 'Broken Wings' into the UK charts in the 1980s?,Mr. Mister,1980s UK Chart Hits,Music,mid
Which artist took 'The Power of Love' into the UK charts in the 1980s?,Frankie Goes to Hollywood,1980s UK Chart Hits,Music,mid
Which artist took 'A Good Heart' into the UK charts in the 1980s?,Feargal Sharkey,1980s UK Chart Hits,Music,mid
Which artist took 'Last Christmas' into the UK charts in the 1980s?,Wham!,1980s UK Chart Hits,Music,mid
Which artist took 'When Doves Cry' into the UK charts in the 1980s?,Prince,1980s UK Chart Hits,Music,mid
Which artist took 'House of Fun' into the UK charts in the 1980s?,Madness,1980s UK Chart Hits,Music,mid
Which artist took 'Gold' into the UK charts in the 1980s?,Spandau Ballet,1980s UK Chart Hits,Music,mid
Which artist took 'Relax' into the UK charts in the 1980s?,Frankie Goes to Hollywood,1980s UK Chart Hits,Music,mid
Which artist took 'Too Shy' into the UK charts in the 1980s?,Kajagoogoo,1980s UK Chart Hits,Music,mid
Which artist took 'There Must Be an Angel (Playing with My Heart)' into the UK charts in the 1980s?,Eurythmics,1980s UK Chart Hits,Music,mid
Which artist took 'It's a Sin' into the UK charts in the 1980s?,Pet Shop Boys,1980s UK Chart Hits,Music,mid
Which artist took 'Girls Just Want to Have Fun' into the UK charts in the 1980s?,Cyndi Lauper,1980s UK Chart Hits,Music,mid
Which artist took 'The Reflex' into the UK charts in the 1980s?,Duran Duran,1980s UK Chart Hits,Music,mid
Which artist took 'Heaven Is a Place on Earth' into the UK charts in the 1980s?,Belinda Carlisle,1980s UK Chart Hits,Music,mid
Which artist took 'The Only Way Is Up' into the UK charts in the 1980s?,Yazz,1980s UK Chart Hits,Music,mid
Which artist took 'Like a Prayer' into the UK charts in the 1980s?,Madonna,1980s UK Chart Hits,Music,mid
Which artist took 'Everybody Wants to Rule the World' into the UK charts in the 1980s?,Tears for Fears,1980s UK Chart Hits,Music,mid
Which artist took '(I Just) Died in Your Arms' into the UK charts in the 1980s?,Cutting Crew,1980s UK Chart Hits,Music,mid
Which artist took 'Every Breath You Take' into the UK charts in the 1980s?,The Police,1980s UK Chart Hits,Music,mid
Which artist took 'Material Girl' into the UK charts in the 1980s?,Madonna,1980s UK Chart Hits,Music,mid
Which artist took 'Rosanna' into the UK charts in the 1980s?,Toto,1980s UK Chart Hits,Music,mid
Which artist took 'Don't Leave Me This Way' into the UK charts in the 1980s?,The Communards,1980s UK Chart Hits,Music,mid
Which artist took 'Eye of the Tiger' into the UK charts in the 1980s?,Survivor,1980s UK Chart Hits,Music,mid
Which artist took 'Take On Me' into the UK charts in the 1980s?,A-ha,1980s UK Chart Hits,Music,mid
Which artist took 'Walk Like an Egyptian' into the UK charts in the 1980s?,The Bangles,1980s UK Chart Hits,Music,mid
Which artist took 'I Wanna Dance with Somebody' into the UK charts in the 1980s?,Whitney Houston,1980s UK Chart Hits,Music,mid
Which artist took 'Kyrie' into the UK charts in the 1980s?,Mr. Mister,1980s UK Chart Hits,Music,mid
Which artist took 'How Will I Know' into the UK charts in the 1980s?,Whitney Houston,1980s UK Chart Hits,Music,mid
Which artist took 'Alive and Kicking' into the UK charts in the 1980s?,Simple Minds,1980s UK Chart Hits,Music,mid
Which artist took 'Love Shack' into the UK charts in the 1980s?,The B-52's,1980s UK Chart Hits,Music,mid
Which artist took 'Ghost Town' into the UK charts in the 1980s?,The Specials,1980s UK Chart Hits,Music,mid
Which artist took 'Take My Breath Away' into the UK charts in the 1980s?,Berlin,1980s UK Chart Hits,Music,mid
Which artist took 'Every Rose Has Its Thorn' into the UK charts in the 1980s?,Poison,1980s UK Chart Hits,Music,mid
Which artist took 'The Sun Always Shines on T.V.' into the UK charts in the 1980s?,A-ha,1980s UK Chart Hits,Music,mid
Which artist took 'Two Tribes' into the UK charts in the 1980s?,Frankie Goes to Hollywood,1980s UK Chart Hits,Music,mid
Which artist took 'Sweet Child o' Mine' into the UK charts in the 1980s?,Guns N' Roses,1980s UK Chart Hits,Music,mid
Which artist took 'Never Ending Story' into the UK charts in the 1980s?,Limahl,1980s UK Chart Hits,Music,mid
Which artist took 'Modern Love' into the UK charts in the 1980s?,David Bowie,1980s UK Chart Hits,Music,mid
Which artist took 'Pride (In the Name of Love)' into the UK charts in the 1980s?,U2,1980s UK Chart Hits,Music,mid
Which artist took 'West End Girls' into the UK charts in the 1980s?,Pet Shop Boys,1980s UK Chart Hits,Music,mid
Which artist took 'Do They Know It's Christmas?' into the UK charts in the 1980s?,Band Aid,1980s UK Chart Hits,Music,mid
Which artist took 'Just Can't Get Enough' into the UK charts in the 1980s?,Depeche Mode,1980s UK Chart Hits,Music,mid
Which artist took 'Too Much Too Young' into the UK charts in the 1980s?,The Specials,1980s UK Chart Hits,Music,mid
Which artist took 'We Built This City' into the UK charts in the 1980s?,Starship,1980s UK Chart Hits,Music,mid
Which artist took 'I Think We're Alone Now' into the UK charts in the 1980s?,Tiffany,1980s UK Chart Hits,Music,mid
Which artist took 'Sweet Dreams (Are Made of This)' into the UK charts in the 1980s?,Eurythmics,1980s UK Chart Hits,Music,mid
Which artist took 'Purple Rain' into the UK charts in the 1980s?,Prince,1980s UK Chart Hits,Music,mid
Which artist took 'Shout' into the UK charts in the 1980s?,Tears for Fears,1980s UK Chart Hits,Music,mid
Which artist took 'Kiss' into the UK charts in the 1980s?,Prince,1980s UK Chart Hits,Music,mid
Which artist took 'Faith' into the UK charts in the 1980s?,George Michael,1980s UK Chart Hits,Music,mid
Which artist took 'Wake Me Up Before You Go-Go' into the UK charts in the 1980s?,Wham!,1980s UK Chart Hits,Music,mid
Which artist took 'Only You' into the UK charts in the 1980s?,The Flying Pickets,1980s UK Chart Hits,Music,mid
Which artist took 'I Should Be So Lucky' into the UK charts in the 1980s?,Kylie Minogue,1980s UK Chart Hits,Music,mid
Which artist took 'Thriller' into the UK charts in the 1980s?,Michael Jackson,1980s UK Chart Hits,Music,mid
Which artist took 'Come On Eileen' into the UK charts in the 1980s?,Dexys Midnight Runners,1980s UK Chart Hits,Music,mid
Which artist took 'True Faith' into the UK charts in the 1980s?,New Order,1980s UK Chart Hits,Music,mid
Which artist took 'Karma Chameleon' into the UK charts in the 1980s?,Culture Club,1980s UK Chart Hits,Music,mid
Which artist took 'China in Your Hand' into the UK charts in the 1980s?,T'Pau,1980s UK Chart Hits,Music,mid
Which artist took 'Pour Some Sugar on Me' into the UK charts in the 1980s?,Def Leppard,1980s UK Chart Hits,Music,mid
Which artist took 'Careless Whisper' into the UK charts in the 1980s?,George Michael,1980s UK Chart Hits,Music,mid
Which artist took 'Beat It' into the UK charts in the 1980s?,Michael Jackson,1980s UK Chart Hits,Music,mid
Which artist took 'Saving All My Love for You' into the UK charts in the 1980s?,Whitney Houston,1980s UK Chart Hits,Music,mid
