prompt,answer,topic,family,difficulty
Which artist recorded the 1980s hit 'Nothing Compares 2 U'?,Sinéad O'Connor,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Sweet Dreams (Are Made of This)'?,Eurythmics,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Holding Out for a Hero'?,Bonnie Tyler,80s female icons,Music,starter
Which artist recorded the 1980s hit 'There Must Be an Angel (Playing with My Heart)'?,Eurythmics,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Pull Up to the Bumper'?,Grace Jones,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Fast Car'?,Tracy Chapman,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Slave to the Rhythm'?,Grace Jones,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Here Comes the Rain Again'?,Eurythmics,80s female icons,Music,starter
Which artist recorded the 1980s hit 'The Power of Love'?,Jennifer Rush,80s female icons,Music,starter
Which artist recorded the 1980s hit 'I Want to Break Free'?,Queen (video featured band in drag),80s female icons,Music,hard
Which artist recorded the 1980s hit 'Brass in Pocket'?,The Pretenders,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Call Me'?,Blondie,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Heart of Glass'?,Blondie,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Rapture'?,Blondie,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Don't You Want Me'?,The Human League,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Human'?,The Human League,80s female icons,Music,mid
Which artist recorded the 1980s hit 'All I Wanna Do Is Make Love to You'?,Heart,80s female icons,Music,mid
Which artist recorded the 1980s hit 'These Dreams'?,Heart,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Alone'?,Heart,80s female icons,Music,starter
Which artist recorded the 1980s hit 'What About Love'?,Heart,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Take My Breath Away'?,Berlin,80s female icons,Music,starter
Which artist recorded the 1980s hit 'No More I Love You's'?,The Lover Speaks,80s female icons,Music,hard
Which artist recorded the 1980s hit 'French Kiss'?,Lil Louis (featured vocal by Shawn Christopher),80s female icons,Music,hard
Which artist recorded the 1980s hit 'Everywhere'?,Fleetwood Mac,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Little Lies'?,Fleetwood Mac,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Seven Wonders'?,Fleetwood Mac,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Black Velvet'?,Alannah Myles,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Mandinka'?,Sinéad O'Connor,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Troy'?,Sinéad O'Connor,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Luka'?,Suzanne Vega,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Tom's Diner'?,Suzanne Vega,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Twist in My Sobriety'?,Tanita Tikaram,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Good Tradition'?,Tanita Tikaram,80s female icons,Music,mid
Which artist recorded the 1980s hit 'World in Motion'?,New Order (with England football team),80s female icons,Music,hard
Which artist recorded the 1980s hit 'Looking for a New Love'?,Jody Watley,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Real Love'?,Jody Watley,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Some Guys Have All the Luck'?,Maxi Priest (originally by The Persuaders),80s female icons,Music,hard
Which artist recorded the 1980s hit 'Perfect'?,Fairground Attraction,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Find My Love'?,Fairground Attraction,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Woman in Love'?,Barbra Streisand,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Guilty'?,Barbra Streisand and Barry Gibb,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Love on the Rocks'?,Neil Diamond,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Chain Reaction'?,Diana Ross,80s female icons,Music,starter
Which artist recorded the 1980s hit 'When You Tell Me That You Love Me'?,Diana Ross,80s female icons,Music,hard
Which artist recorded the 1980s hit 'I'm Still Waiting'?,Diana Ross,80s female icons,Music,mid
Which artist recorded the 1980s hit 'My Old Piano'?,Diana Ross,80s female icons,Music,hard
Which artist recorded the 1980s hit 'I'm Every Woman'?,Chaka Khan,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Ain't Nobody'?,Rufus and Chaka Khan,80s female icons,Music,mid
Which artist recorded the 1980s hit 'This Is My Night'?,Chaka Khan,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Xanadu'?,Olivia Newton-John and ELO,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Physical'?,Olivia Newton-John,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Magic'?,Olivia Newton-John,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Islands in the Stream'?,Kenny Rogers and Dolly Parton,80s female icons,Music,starter
Which artist recorded the 1980s hit '9 to 5'?,Dolly Parton,80s female icons,Music,starter
Which artist recorded the 1980s hit 'I Know Him So Well'?,Elaine Paige and Barbara Dickson,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Memory'?,Elaine Paige,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Pie Jesu'?,Sarah Brightman and Paul Miles-Kingston,80s female icons,Music,hard
Which artist recorded the 1980s hit 'The Phantom of the Opera'?,Sarah Brightman and Steve Harley,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Wishing Well'?,Terence Trent D'Arby,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Sign Your Name'?,Terence Trent D'Arby,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Shout'?,Tears for Fears,80s female icons,Music,hard
Which artist recorded the 1980s hit 'I Want Your Love'?,Transvision Vamp,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Baby I Don't Care'?,Transvision Vamp,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Crash'?,The Primitives,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Way Behind Me'?,The Primitives,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Don't Be a Stranger'?,Dina Carroll,80s female icons,Music,hard
Which artist recorded the 1980s hit 'My One Temptation'?,Mica Paris,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Like This and Like That'?,Mica Paris,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Hangin' on a String'?,Loose Ends,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Slow Down'?,Loose Ends,80s female icons,Music,hard
Which artist recorded the 1980s hit 'System Addict'?,Five Star,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Can't Wait Another Minute'?,Five Star,80s female icons,Music,mid
Which artist recorded the 1980s hit 'The Slightest Touch'?,Five Star,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Rain or Shine'?,Five Star,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Always'?,Atlantic Starr,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Secret Lovers'?,Atlantic Starr,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Just as Long as We're Together'?,Prince (with Sheena Easton uncredited),80s female icons,Music,hard
Which artist recorded the 1980s hit 'The Arms of Orion'?,Prince with Sheena Easton,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Sugar Walls'?,Sheena Easton,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Strut'?,Sheena Easton,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Telefone (Long Distance Love Affair)'?,Sheena Easton,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Thunder and Lightning'?,Lee Aaron,80s female icons,Music,hard
Which artist recorded the 1980s hit 'It's a Mystery'?,Toyah,80s female icons,Music,starter
Which artist recorded the 1980s hit 'I Want to Be Free'?,Toyah,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Thunder in the Mountains'?,Toyah,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Eighth Day'?,Hazel O'Connor,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Will You?'?,Hazel O'Connor,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Happy Birthday'?,Altered Images,80s female icons,Music,starter
Which artist recorded the 1980s hit 'I Could Be Happy'?,Altered Images,80s female icons,Music,mid
Which artist recorded the 1980s hit 'See Those Eyes'?,Altered Images,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Go Wild in the Country'?,Bow Wow Wow,80s female icons,Music,mid
Which artist recorded the 1980s hit 'I Want Candy'?,Bow Wow Wow,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Louis Quatorze'?,Bow Wow Wow,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Holiday'?,Madonna,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Papa Don't Preach'?,Madonna,80s female icons,Music,starter
Which artist recorded the 1980s hit 'I Wanna Dance with Somebody (Who Loves Me)'?,Whitney Houston,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Saving All My Love for You'?,Whitney Houston,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Greatest Love of All'?,Whitney Houston,80s female icons,Music,mid
Which artist recorded the 1980s hit 'What Have You Done for Me Lately'?,Janet Jackson,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Rhythm Nation'?,Janet Jackson,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Your Love Is King'?,Sade,80s female icons,Music,mid
Which artist recorded the 1980s hit 'We Don't Need Another Hero (Thunderdome)'?,Tina Turner,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Hit Me with Your Best Shot'?,Pat Benatar,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Chequered Love'?,Kim Wilde,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Love in the First Degree'?,Bananarama,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Manic Monday'?,The Bangles,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Leave a Light On'?,Belinda Carlisle,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Stand Up for Your Love Rights'?,Yazz,80s female icons,Music,mid
Which artist recorded the 1980s hit 'The Loco-Motion'?,Kylie Minogue,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Especially for You'?,Kylie Minogue & Jason Donovan,80s female icons,Music,mid
Which artist recorded the 1980s hit 'I Saw Him Standing There'?,Tiffany,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Lost in Your Eyes'?,Debbie Gibson,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Cold Hearted'?,Paula Abdul,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Heart and Soul'?,T'Pau,80s female icons,Music,mid
Which artist recorded the 1980s hit 'You're History'?,Shakespears Sister,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Freeway of Love'?,Aretha Franklin,80s female icons,Music,mid
Which artist recorded the 1980s hit 'I Knew You Were Waiting (For Me)'?,Aretha Franklin & George Michael,80s female icons,Music,starter
Which artist recorded the 1980s hit '99 Luftballons'?,Nena,80s female icons,Music,starter
Which artist recorded the 1980s hit 'It's Raining Men'?,The Weather Girls,80s female icons,Music,starter
Which artist recorded the 1980s hit 'I'm So Excited'?,Pointer Sisters,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Automatic'?,Pointer Sisters,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Love Is a Stranger'?,Eurythmics,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Who's That Girl?'?,Eurythmics,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Sisters Are Doin' It for Themselves'?,Eurythmics & Aretha Franklin,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Crimson and Clover'?,Joan Jett & the Blackhearts,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Our Lips Are Sealed'?,The Go-Go's,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Back on the Chain Gang'?,The Pretenders,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Don't Get Me Wrong'?,The Pretenders,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Peek-a-Boo'?,Siouxsie and the Banshees,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Dear Prudence'?,Siouxsie and the Banshees,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Sign of the Times'?,The Belle Stars,80s female icons,Music,mid
Which artist recorded the 1980s hit 'I'm Not Scared'?,Eighth Wonder,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Landslide of Love'?,Transvision Vamp,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Can't Be Sure'?,The Sundays,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Don't Call Me Baby'?,Voice of the Beehive,80s female icons,Music,mid
Which artist recorded the 1980s hit 'I Say Nothing'?,Voice of the Beehive,80s female icons,Music,hard
Which artist recorded the 1980s hit 'So Macho'?,Sinitta,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Toy Boy'?,Sinitta,80s female icons,Music,mid
Which artist recorded the 1980s hit 'You'll Never Stop Me Loving You'?,Sonia,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Respect'?,Adeva,80s female icons,Music,mid
Which artist recorded the 1980s hit 'All Around the World'?,Lisa Stansfield,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Waterfall'?,Wendy & Lisa,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Show Me'?,The Cover Girls,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Kiss Me Deadly'?,Lita Ford,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Edge of a Broken Heart'?,Vixen,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Pink Cadillac'?,Natalie Cole,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Orinoco Flow (Sail Away)'?,Enya,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Since Yesterday'?,Strawberry Switchblade,80s female icons,Music,mid
"Which artist recorded the 1980s hit 'Voyage, voyage'?",Desireless,80s female icons,Music,mid
Which artist recorded the 1980s hit '(I'll Never Be) Maria Magdalena'?,Sandra,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Boys (Summertime Love)'?,Sabrina,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Rhythm Is Gonna Get You'?,Gloria Estefan & Miami Sound Machine,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Anything for You'?,Gloria Estefan,80s female icons,Music,mid
Which artist recorded the 1980s hit 'If You Were a Woman (And I Was a Man)'?,Bonnie Tyler,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Bette Davis Eyes'?,Kim Carnes,80s female icons,Music,starter
Which artist recorded the 1980s hit 'No More Words'?,Berlin,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Never'?,Heart,80s female icons,Music,mid
Which artist recorded the 1980s hit 'If Looks Could Kill'?,Heart,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Hazy Shade of Winter'?,The Bangles,80s female icons,Music,mid
Which artist recorded the 1980s hit 'I Heard a Rumour'?,Bananarama,80s female icons,Music,mid
Which artist recorded the 1980s hit 'I Want You Back'?,Bananarama,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Missionary Man'?,Eurythmics,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Thorn in My Side'?,Eurythmics,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Would I Lie to You?'?,Eurythmics,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Cloudbusting'?,Kate Bush,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Army Dreamers'?,Kate Bush,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Breathing'?,Kate Bush,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Never as Good as the First Time'?,Sade,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Paradise'?,Sade,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Where Do Broken Hearts Go'?,Whitney Houston,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Miss You Much'?,Janet Jackson,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Black Cat'?,Janet Jackson,80s female icons,Music,mid
Which artist recorded the 1980s hit 'You Came'?,Kim Wilde,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Never Trust a Stranger'?,Kim Wilde,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Head Over Heels'?,The Go-Go's,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Get On Your Feet'?,Gloria Estefan,80s female icons,Music,mid
Which artist recorded the 1980s hit '1-2-3'?,Gloria Estefan & Miami Sound Machine,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Dressed for Success'?,Roxette,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Dangerous'?,Roxette,80s female icons,Music,mid
Which artist recorded the 1980s hit 'La Luna'?,Belinda Carlisle,80s female icons,Music,mid
Which artist recorded the 1980s hit 'I Get Weak'?,Belinda Carlisle,80s female icons,Music,mid
Which artist recorded the 1980s hit 'World Without You'?,Belinda Carlisle,80s female icons,Music,mid
Which artist recorded the 1980s hit 'With Every Beat of My Heart'?,Taylor Dayne,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Don't Rush Me'?,Taylor Dayne,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Opposites Attract'?,Paula Abdul,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Pink Cadillac'?,Natalie Cole,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Friends'?,Jody Watley (feat. Eric B. & Rakim),80s female icons,Music,hard
Which artist recorded the 1980s hit 'Open Your Heart'?,Madonna,80s female icons,Music,hard
Which artist recorded the 1980s hit 'La Isla Bonita'?,Madonna,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Live to Tell'?,Madonna,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Dress You Up'?,Madonna,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Borderline'?,Madonna,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Crazy for You'?,Madonna,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Express Yourself'?,Madonna,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Cherish'?,Madonna,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Angel'?,Madonna,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Lucky Star'?,Madonna,80s female icons,Music,mid
Which artist recorded the 1980s hit 'She Bop'?,Cyndi Lauper,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Change of Heart'?,Cyndi Lauper,80s female icons,Music,hard
Which artist recorded the 1980s hit 'The Goonies 'R' Good Enough'?,Cyndi Lauper,80s female icons,Music,hard
Which artist recorded the 1980s hit 'I Drove All Night'?,Cyndi Lauper,80s female icons,Music,hard
Which artist recorded the 1980s hit 'One Moment in Time'?,Whitney Houston,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Didn't We Almost Have It All'?,Whitney Houston,80s female icons,Music,hard
Which artist recorded the 1980s hit 'All at Once'?,Whitney Houston,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Let's Wait Awhile'?,Janet Jackson,80s female icons,Music,starter
Which artist recorded the 1980s hit 'The Pleasure Principle'?,Janet Jackson,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Alright'?,Janet Jackson,80s female icons,Music,mid
Which artist recorded the 1980s hit 'The Sensual World'?,Kate Bush,80s female icons,Music,mid
Which artist recorded the 1980s hit 'This Woman's Work'?,Kate Bush,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Sat in Your Lap'?,Kate Bush,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Hang On to Your Love'?,Sade,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Is It a Crime'?,Sade,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Nothing Can Come Between Us'?,Sade,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Private Dancer'?,Tina Turner,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Better Be Good to Me'?,Tina Turner,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Typical Male'?,Tina Turner,80s female icons,Music,mid
Which artist recorded the 1980s hit 'I Don't Wanna Lose You'?,Tina Turner,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Shadows of the Night'?,Pat Benatar,80s female icons,Music,hard
Which artist recorded the 1980s hit 'All Fired Up'?,Pat Benatar,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Invincible'?,Pat Benatar,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Cambodia'?,Kim Wilde,80s female icons,Music,mid
Which artist recorded the 1980s hit 'View from a Bridge'?,Kim Wilde,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Four Letter Word'?,Kim Wilde,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Shy Boy'?,Bananarama,80s female icons,Music,mid
