prompt,answer,topic,family,difficulty
Who was Franklin D. Roosevelt in World War II?,US President for most of WWII,History,World War II,hard
Which operation or battle is known as Major Pacific battle in 1945?,Battle of Okinawa,History,World War II,mid
Who was Douglas MacArthur in World War II?,US general who returned to the Philippines,History,World War II,starter
Which operation or battle is known as German Ardennes offensive in Dec 1944?,Battle of the Bulge,History,World War II,starter
"In World War II, what was the SOE?",British Special Operations Executive supporting resistance,History,World War II,starter
"In World War II, what was the B-29 Superfortress?",US bomber used over Japan,History,World War II,mid
Which operation or battle is known as Largest tank battle in 1943?,Battle of Kursk,History,World War II,starter
"In World War II, what was the Messerschmitt Bf 109?",German fighter aircraft,History,World War II,hard
Who was Josip Broz Tito in World War II?,Leader of Yugoslav Partisans,History,World War II,starter
Who was Anne Frank in World War II?,Jewish diarist hiding in Amsterdam,History,World War II,hard
Which operation or battle is known as British victory in North Africa in 1942?,El Alamein,History,World War II,mid
"In World War II, what happened to Manchuria?",Region invaded by Japan in 1931,History,World War II,starter
Who was Dwight D. Eisenhower in World War II?,Allied Supreme Commander in Europe,History,World War II,mid
Who was Vidkun Quisling in World War II?,Norwegian collaborator leader,History,World War II,mid
Which operation or battle is known as Japanese attack on US fleet on 7 December 1941?,Pearl Harbor,History,World War II,mid
Which operation or battle is known as Allied airborne operation in the Netherlands in 1944?,Operation Market Garden,History,World War II,mid
"In World War II, what happened to Norway?",Country invaded by Germany in 1940,History,World War II,hard
What were the Marshall Plan?,US aid program to rebuild Europe,History,World War II,hard
Who was Mao Zedong in World War II?,Chinese Communist leader during the war,History,World War II,starter
What were the Unit 731?,Japanese unit conducting human experimentation,History,World War II,starter
What was the Molotov–Ribbentrop Pact?,Nazi–Soviet non-aggression pact of 1939,History,World War II,starter
What was the Potsdam Conference?,1945 Allied meeting setting occupation terms,History,World War II,hard
Who was Erwin Rommel in World War II?,German general known as the 'Desert Fox',History,World War II,hard
Who was Chiang Kai-shek in World War II?,Chinese Nationalist leader,History,World War II,mid
"In World War II, what was the French Resistance?",Underground movement against German occupation,History,World War II,starter
"In World War II, what was the propaganda poster?",Visual media to boost morale and recruitment,History,World War II,starter
Who was Reinhard Heydrich in World War II?,Architect of the Final Solution,History,World War II,hard
"In World War II, what happened to Soviet Union?",Target of Operation Barbarossa in 1941,History,World War II,starter
What was the Danish resistance?,Movement opposing German occupation,History,World War II,starter
Who was George S. Patton in World War II?,US general leading 3rd Army in Europe,History,World War II,hard
What was the Italian partisans?,Resistance fighters against Mussolini and Nazis,History,World War II,mid
What was the Battle of Narvik?,1940 battle in Norway,History,World War II,mid
What was the Battle of Crete?,1941 airborne German invasion,History,World War II,mid
Who was Omar Bradley in World War II?,US general who commanded 12th Army Group,History,World War II,mid
What was the Comfort women?,Women forced into sexual slavery by Japanese military,History,World War II,hard
What was the Burma Campaign?,long campaign in Southeast Asia,History,World War II,starter
What was the Warsaw Uprising?,1944 Polish revolt against German occupation,History,World War II,mid
What was the Operation Sea Lion?,planned German invasion of Britain,History,World War II,starter
What was the Tehran Conference?,"1943 meeting of Roosevelt, Churchill, and Stalin",History,World War II,mid
What was the Continuation War?,1941–44 conflict between Finland and the Soviet Union,History,World War II,starter
What was the San Francisco Conference?,1945 meeting founding the United Nations,History,World War II,mid
"In World War II, what was the Colossus computer?",Early computer used for codebreaking,History,World War II,starter
What was the Battle of Monte Cassino?,1944 battle in the Italian campaign,History,World War II,starter
What was the Dieppe Raid?,1942 Allied raid on French coast,History,World War II,starter
What was the Battle of Leyte Gulf?,1944 largest naval battle in history,History,World War II,mid
"In World War II, what was the Bren gun?",British light machine gun,History,World War II,hard
What was the Katyn massacre?,1940 Soviet execution of Polish officers,History,World War II,hard
Who was Philippe Pétain in World War II?,Leader of Vichy France,History,World War II,starter
What was the Operation Bagration?,1944 Soviet offensive destroying German Army Group Centre,History,World War II,mid
What was the Operation Torch?,1942 Allied landings in North Africa,History,World War II,hard
What was the Dresden bombing?,1945 Allied bombing destroying German city,History,World War II,starter
What was the Battle of Manila?,1945 battle to recapture the Philippine capital,History,World War II,starter
"In World War II, what was the Type 97 Chi-Ha?",Japanese medium tank,History,World War II,starter
Who was Tomoyuki Yamashita in World War II?,Japanese general who captured Singapore,History,World War II,mid
What was the Battle of Anzio?,1944 Allied amphibious landing in Italy,History,World War II,starter
Who was Chester Nimitz in World War II?,Commander of the US Pacific Fleet,History,World War II,mid
What was the Nuremberg Principles?,Legal principles established after the trials,History,World War II,mid
Who was Konstantin Rokossovsky in World War II?,Soviet commander at Kursk and Operation Bagration,History,World War II,starter
What was the Polish Home Army?,Underground resistance in occupied Poland,History,World War II,hard
What was the Lidice massacre?,1942 Nazi destruction of Czech village,History,World War II,starter
What was the Battle of Khalkhin Gol?,1939 clash between Soviet and Japanese forces,History,World War II,mid
What was the Norwegian heavy water sabotage?,Operation against Nazi nuclear program,History,World War II,starter
Who was Karl Dönitz in World War II?,Commander of German U-boat fleet and later successor to Hitler,History,World War II,mid
What was the Casablanca Conference?,1943 meeting declaring unconditional surrender policy,History,World War II,mid
What was the Cairo Conference?,1943 meeting on postwar Asia,History,World War II,hard
What was the Tokyo firebombing?,1945 US bombing raid causing massive civilian casualties,History,World War II,hard
What was the Winter War?,1939–40 Soviet-Finnish conflict,History,World War II,mid
What was the Operation Dragoon?,1944 Allied invasion of southern France,History,World War II,hard
"In World War II, what was the Stuka dive bomber?",German dive bomber aircraft,History,World War II,mid
Who was Albert Kesselring in World War II?,German field marshal in Italy,History,World War II,starter
"In World War II, what was the Katyusha rockets?",Soviet multiple rocket launchers,History,World War II,hard
Who was Arthur Harris in World War II?,Head of RAF Bomber Command,History,World War II,starter
"In World War II, what was the Sherman tank?",Main US medium tank,History,World War II,mid
"In World War II, what was the Panzerfaust?",German handheld anti-tank weapon,History,World War II,starter
