prompt,answer,topic,family,difficulty
What was the Battle of Heligoland Bight?,1914 naval battle in the North Sea,History,World War I,mid
"In World War I, what was the depth charge?",weapon against submarines,History,World War I,mid
Who was Franz Joseph I in World War I?,Austro-Hungarian Emperor until 1916,History,World War I,starter
"In World War I, what was the trench mortar?",short-range artillery for trench warfare,History,World War I,mid
What was the Paris Peace Conference?,1919 meeting to set postwar terms,History,World War I,mid
"In World War I, what was suffrage movement?",campaign for women's voting rights,History,World War I,starter
What was the Mandate system?,League system dividing former Ottoman and German lands,History,World War I,mid
"In World War I, what was the gas mask?",protective gear against poison gas,History,World War I,mid
What was the Salonika front in World War I?,Balkan front involving Greece and Allies,History,World War I,mid
What was the Battle of Coronel?,1914 naval battle off Chile,History,World War I,mid
What was the Battle of Mons?,1914 first major action of the BEF,History,World War I,mid
"In World War I, what was the convoy system?",method to protect merchant shipping,History,World War I,mid
What was the Battle of Caporetto?,1917 Austro-German victory over Italy,History,World War I,mid
What was the Arab Revolt in World War I?,1916–18 revolt against Ottoman rule,History,World War I,mid
"In World War I, what was the Fokker Dr.I?",German triplane flown by the Red Baron,History,World War I,mid
"In World War I, what was the Sopwith Camel?",British fighter aircraft,History,World War I,mid
Who was Manfred von Richthofen in World War I?,German fighter ace known as the Red Baron,History,World War I,starter
"In World War I, what was shell shock?",psychological trauma suffered by soldiers,History,World War I,starter
