prompt,answer,topic,family,difficulty
What is 'foreshadowing'?,Hinting at future events,Literature,Literature,starter
Who wrote 'The Analects'?,Confucius,Literature,Literature,hard
What is 'irony'?,A contrast between expectation and reality,Literature,Literature,starter
Who wrote 'Ulysses'?,James Joyce,Literature,Literature,hard
What is a 'ballad'?,A narrative poem or song,Literature,Literature,starter
What is 'elegy'?,Poem of mourning,Literature,Literature,hard
Who wrote 'Dream of the Red Chamber'?,Cao Xueqin,Literature,Literature,hard
Who wrote 'Victory'?,Joseph Conrad,Literature,Literature,mid
Who wrote 'The Satanic Verses'?,Salman Rushdie,Literature,Literature,starter
Who wrote 'Daniel Deronda'?,George Eliot,Literature,Literature,starter
Who wrote 'Tao Te Ching'?,Laozi,Literature,Literature,mid
Who wrote 'The Tale of Genji'?,Murasaki Shikibu,Literature,Literature,mid
What is 'symbolism'?,Use of symbols to signify ideas,Literature,Literature,mid
Who wrote 'Istanbul: Memories and the City'?,Orhan Pamuk,Literature,Literature,mid
What is a 'comedy' in drama?,A play with a humorous or happy ending,Literature,Literature,starter
What is 'personification'?,Attributing human qualities to objects,Literature,Literature,starter
What is 'onomatopoeia'?,A word that imitates sound,Literature,Literature,mid
Who wrote 'The Art of War'?,Sun Tzu,Literature,Literature,starter
Who wrote 'Heart of Darkness'?,Joseph Conrad,Literature,Literature,mid
Who wrote 'The Pillow Book'?,Sei Shonagon,Literature,Literature,mid
Who wrote 'Lord Jim'?,Joseph Conrad,Literature,Literature,starter
Who wrote 'Journey to the West'?,Wu Cheng'en,Literature,Literature,mid
Who wrote 'Kokoro'?,Natsume Sōseki,Literature,Literature,hard
Who wrote 'Under the Net'?,Iris Murdoch,Literature,Literature,hard
Who wrote 'The Book of Songs'?,Anonymous,Literature,Literature,mid
What is 'allegorical satire'?,Satire using extended metaphor,Literature,Literature,hard
What is 'lyric' poetry?,Short poem expressing personal feelings,Literature,Literature,mid
Who wrote 'The Tale of the Heike'?,Anonymous,Literature,Literature,mid
Who wrote 'The White Castle'?,Orhan Pamuk,Literature,Literature,mid
Who wrote 'The Golden Bowl'?,Henry James,Literature,Literature,hard
What is 'postmodernism' in literature?,Movement marked by metafiction and irony,Literature,Literature,mid
Who wrote 'Far from the Madding Crowd'?,Thomas Hardy,Literature,Literature,mid
Who wrote 'Sanshirō'?,Natsume Sōseki,Literature,Literature,starter
Who wrote 'Adam Bede'?,George Eliot,Literature,Literature,mid
Who wrote 'Tess of the d'Urbervilles'?,Thomas Hardy,Literature,Literature,starter
What is a 'fable'?,"Story with a moral, often with animals",Literature,Literature,starter
What is 'pastoral' poetry?,Poetry about rural life,Literature,Literature,mid
Who wrote 'The Museum of Innocence'?,Orhan Pamuk,Literature,Literature,starter
What is 'satire'?,Literary work using humor to criticize,Literature,Literature,starter
Who wrote 'The Alloy of Law'?,Brandon Sanderson,Literature,Literature,starter
Who wrote 'An Artist of the Floating World'?,Kazuo Ishiguro,Literature,Literature,mid
Who wrote 'A Feast for Crows'?,George R.R. Martin,Literature,Literature,starter
Who wrote 'Ubik'?,Philip K. Dick,Literature,Literature,mid
Who wrote 'Harry Potter and the Half-Blood Prince'?,J.K. Rowling,Literature,Literature,mid
Who wrote 'Cryptonomicon'?,Neal Stephenson,Literature,Literature,mid
Who wrote 'Chapterhouse: Dune'?,Frank Herbert,Literature,Literature,starter
Who wrote 'Children of Dune'?,Frank Herbert,Literature,Literature,hard
Who wrote 'Harry Potter and the Order of the Phoenix'?,J.K. Rowling,Literature,Literature,hard
Who wrote 'The Children of Húrin'?,J.R.R. Tolkien,Literature,Literature,hard
Who wrote 'The Namesake'?,Jhumpa Lahiri,Literature,Literature,hard
Who wrote 'The Cairo Trilogy'?,Naguib Mahfouz,Literature,Literature,starter
Who wrote 'A Dance with Dragons'?,George R.R. Martin,Literature,Literature,starter
Who wrote 'Harry Potter and the Goblet of Fire'?,J.K. Rowling,Literature,Literature,mid
Who wrote 'Neverwhere'?,Neil Gaiman,Literature,Literature,mid
Who wrote 'Small Gods'?,Terry Pratchett,Literature,Literature,hard
Who wrote 'The Return of the King'?,J.R.R. Tolkien,Literature,Literature,starter
Who wrote 'The Three Stigmata of Palmer Eldritch'?,Philip K. Dick,Literature,Literature,starter
Who wrote 'Children of Gebelawi'?,Naguib Mahfouz,Literature,Literature,mid
Who wrote 'A Scanner Darkly'?,Philip K. Dick,Literature,Literature,hard
Who wrote 'The Light Fantastic'?,Terry Pratchett,Literature,Literature,starter
Who wrote 'Clear Light of Day'?,Anita Desai,Literature,Literature,mid
Who wrote 'The Final Empire'?,Brandon Sanderson,Literature,Literature,mid
Who wrote 'The Bands of Mourning'?,Brandon Sanderson,Literature,Literature,starter
Who wrote 'The Casual Vacancy'?,J.K. Rowling,Literature,Literature,mid
Who wrote 'The Lowland'?,Jhumpa Lahiri,Literature,Literature,mid
Who wrote 'A Storm of Swords'?,George R.R. Martin,Literature,Literature,hard
Who wrote 'So Long a Letter'?,Mariama Bâ,Literature,Literature,mid
Who wrote 'Mistborn'?,Brandon Sanderson,Literature,Literature,mid
Who wrote 'Lavinia'?,Ursula K. Le Guin,Literature,Literature,mid
Who wrote 'Rhythm of War'?,Brandon Sanderson,Literature,Literature,hard
Who wrote 'The Farthest Shore'?,Ursula K. Le Guin,Literature,Literature,starter
Who wrote 'Klara and the Sun'?,Kazuo Ishiguro,Literature,Literature,mid
Who wrote 'A Wizard of Earthsea'?,Ursula K. Le Guin,Literature,Literature,starter
Who wrote 'The Left Hand of Darkness'?,Ursula K. Le Guin,Literature,Literature,starter
Who wrote 'The Joys of Motherhood'?,Buchi Emecheta,Literature,Literature,mid
Who wrote 'Harry Potter and the Philosopher's Stone'?,J.K. Rowling,Literature,Literature,mid
Who wrote 'The Man in the High Castle'?,Philip K. Dick,Literature,Literature,mid
Who wrote 'The White Tiger'?,Aravind Adiga,Literature,Literature,starter
Who wrote 'Train to Pakistan'?,Khushwant Singh,Literature,Literature,hard
Who wrote 'A Game of Thrones'?,George R.R. Martin,Literature,Literature,mid
Who wrote 'The Hero of Ages'?,Brandon Sanderson,Literature,Literature,starter
Who wrote 'Mona Lisa Overdrive'?,William Gibson,Literature,Literature,hard
Who wrote 'The Inheritance of Loss'?,Kiran Desai,Literature,Literature,starter
Who wrote 'Nervous Conditions'?,Tsitsi Dangarembga,Literature,Literature,hard
Who wrote 'The Diamond Age'?,Neal Stephenson,Literature,Literature,mid
Who wrote 'Fire & Blood'?,George R.R. Martin,Literature,Literature,mid
Who wrote 'Guards! Guards!'?,Terry Pratchett,Literature,Literature,mid
Who wrote 'The Silmarillion'?,J.R.R. Tolkien,Literature,Literature,starter
Who wrote 'The Slow Regard of Silent Things'?,Patrick Rothfuss,Literature,Literature,mid
Who wrote 'Seveneves'?,Neal Stephenson,Literature,Literature,mid
Who wrote 'Elantris'?,Brandon Sanderson,Literature,Literature,starter
Who wrote 'Words of Radiance'?,Brandon Sanderson,Literature,Literature,mid
Who wrote 'A Clash of Kings'?,George R.R. Martin,Literature,Literature,starter
Who wrote 'Family Matters'?,Rohinton Mistry,Literature,Literature,starter
Who wrote 'Anathem'?,Neal Stephenson,Literature,Literature,starter
Who wrote 'Tehanu'?,Ursula K. Le Guin,Literature,Literature,mid
Who wrote 'Dune'?,Frank Herbert,Literature,Literature,starter
Who wrote 'Harry Potter and the Prisoner of Azkaban'?,J.K. Rowling,Literature,Literature,hard
Who wrote 'American Gods'?,Neil Gaiman,Literature,Literature,mid
Who wrote 'Discworld'?,Terry Pratchett,Literature,Literature,mid
Who wrote 'The Dispossessed'?,Ursula K. Le Guin,Literature,Literature,starter
Who wrote 'The Other Wind'?,Ursula K. Le Guin,Literature,Literature,hard
Who wrote 'Neuromancer'?,William Gibson,Literature,Literature,starter
Who wrote 'Always Coming Home'?,Ursula K. Le Guin,Literature,Literature,mid
Who wrote 'God Emperor of Dune'?,Frank Herbert,Literature,Literature,starter
Who wrote 'VALIS'?,Philip K. Dick,Literature,Literature,hard
Who wrote 'Unfinished Tales'?,J.R.R. Tolkien,Literature,Literature,hard
Who wrote 'Do Androids Dream of Electric Sheep?'?,Philip K. Dick,Literature,Literature,mid
Who wrote 'The Wise Man's Fear'?,Patrick Rothfuss,Literature,Literature,starter
Who wrote 'Warbreaker'?,Brandon Sanderson,Literature,Literature,starter
Who wrote 'The Ministry of Utmost Happiness'?,Arundhati Roy,Literature,Literature,starter
Who wrote 'Oathbringer'?,Brandon Sanderson,Literature,Literature,hard
Who wrote 'The Two Towers'?,J.R.R. Tolkien,Literature,Literature,mid
Who wrote 'Interpreter of Maladies'?,Jhumpa Lahiri,Literature,Literature,starter
Who wrote 'The Colour of Magic'?,Terry Pratchett,Literature,Literature,mid
Who wrote 'Heretics of Dune'?,Frank Herbert,Literature,Literature,hard
Who wrote 'The Way of Kings'?,Brandon Sanderson,Literature,Literature,starter
Who wrote 'Snow Crash'?,Neal Stephenson,Literature,Literature,hard
Who wrote 'The Fellowship of the Ring'?,J.R.R. Tolkien,Literature,Literature,mid
Who wrote 'Maps'?,Nuruddin Farah,Literature,Literature,mid
Who wrote 'Good Omens'?,Neil Gaiman and Terry Pratchett,Literature,Literature,starter
Who wrote 'Harry Potter and the Chamber of Secrets'?,J.K. Rowling,Literature,Literature,starter
Who wrote 'A Fine Balance'?,Rohinton Mistry,Literature,Literature,starter
Who wrote 'Harry Potter and the Deathly Hallows'?,J.K. Rowling,Literature,Literature,mid
Who wrote 'Count Zero'?,William Gibson,Literature,Literature,starter
"Who wrote 'Fasting, Feasting'?",Anita Desai,Literature,Literature,starter
Who wrote 'Shadows of Self'?,Brandon Sanderson,Literature,Literature,starter
Who wrote 'The Cuckoo's Calling'?,Robert Galbraith,Literature,Literature,mid
"Who wrote 'Flow My Tears, the Policeman Said'?",Philip K. Dick,Literature,Literature,hard
Who wrote 'The Tombs of Atuan'?,Ursula K. Le Guin,Literature,Literature,starter
Oryx and Crake,Margaret Atwood,Literature,Literature,starter
Who wrote 'A Raisin in the Sun'?,Lorraine Hansberry,Literature,Literature,starter
Who wrote '2666'?,Roberto Bolaño,Literature,Literature,mid
All the Light We Cannot See,Anthony Doerr,Literature,Literature,mid
Who wrote 'Insurgent'?,Veronica Roth,Literature,Literature,mid
Who wrote 'A Heart So White'?,Javier Marías,Literature,Literature,starter
Who wrote 'The Glass Palace'?,Amitav Ghosh,Literature,Literature,mid
Who wrote 'The Amber Spyglass'?,Philip Pullman,Literature,Literature,starter
Who wrote 'Cloudstreet'?,Tim Winton,Literature,Literature,mid
Who wrote 'Catching Fire'?,Suzanne Collins,Literature,Literature,mid
A Little Life,Hanya Yanagihara,Literature,Literature,mid
Who wrote 'And Then There Were None'?,Agatha Christie,Literature,Literature,starter
Who wrote 'A Streetcar Named Desire'?,Tennessee Williams,Literature,Literature,starter
Who wrote 'The Secret History'?,Donna Tartt,Literature,Literature,starter
Who wrote 'Independent People'?,Halldór Laxness,Literature,Literature,mid
The Goldfinch,Donna Tartt,Literature,Literature,hard
Who wrote 'Waiting for Godot'?,Samuel Beckett,Literature,Literature,hard
What is a 'villanelle'?,A 19-line poem with repeating lines and rhyme scheme,Literature,Literature,mid
Who wrote 'The Kingdom of This World'?,Alejo Carpentier,Literature,Literature,starter
Who wrote 'The Glass Menagerie'?,Tennessee Williams,Literature,Literature,mid
Who wrote 'Mort'?,Terry Pratchett,Literature,Literature,starter
Who wrote 'The Famished Road'?,Ben Okri,Literature,Literature,starter
"Who wrote 'I, the Supreme'?",Augusto Roa Bastos,Literature,Literature,mid
Who wrote 'Long Day's Journey into Night'?,Eugene O'Neill,Literature,Literature,mid
Who wrote 'Strange Case of Dr Jekyll and Mr Hyde'?,Robert Louis Stevenson,Literature,Literature,hard
Who wrote 'The Radetzky March'?,Joseph Roth,Literature,Literature,starter
Who wrote 'The Hound of the Baskervilles'?,Arthur Conan Doyle,Literature,Literature,starter
Who wrote 'Through the Looking-Glass'?,Lewis Carroll,Literature,Literature,hard
Who wrote 'The Shining'?,Stephen King,Literature,Literature,starter
Who wrote 'Eragon'?,Christopher Paolini,Literature,Literature,starter
The Wind-Up Bird Chronicle,Haruki Murakami,Literature,Literature,mid
Kafka on the Shore,Haruki Murakami,Literature,Literature,hard
Normal People,Sally Rooney,Literature,Literature,starter
Who wrote 'White Fang'?,Jack London,Literature,Literature,mid
Who wrote 'The Tin Flute'?,Gabrielle Roy,Literature,Literature,mid
Who wrote 'Alias Grace'?,Margaret Atwood,Literature,Literature,starter
The Handmaid's Tale,Margaret Atwood,Literature,Literature,mid
Who wrote 'No Longer Human'?,Osamu Dazai,Literature,Literature,mid
Who wrote 'The House of Mirth'?,Edith Wharton,Literature,Literature,starter
Who wrote 'The Hunger Angel'?,Herta Müller,Literature,Literature,hard
Who wrote 'The Promise'?,Damon Galgut,Literature,Literature,starter
Who wrote 'Kristin Lavransdatter'?,Sigrid Undset,Literature,Literature,mid
Who wrote 'Normal People'?,Sally Rooney,Literature,Literature,mid
Who wrote 'The Call of the Wild'?,Jack London,Literature,Literature,hard
Who wrote 'The Wonderful Adventures of Nils'?,Selma Lagerlöf,Literature,Literature,starter
Who wrote 'The Stand'?,Stephen King,Literature,Literature,mid
Who wrote 'Quo Vadis'?,Henryk Sienkiewicz,Literature,Literature,mid
Who wrote 'All the Light We Cannot See'?,Anthony Doerr,Literature,Literature,hard
Who wrote 'Cat on a Hot Tin Roof'?,Tennessee Williams,Literature,Literature,starter
Who wrote 'Balthazar's Marvelous Afternoon'?,Gabriel García Márquez,Literature,Literature,starter
Who wrote 'Little Women'?,Louisa May Alcott,Literature,Literature,mid
Who wrote 'Howards End'?,E.M. Forster,Literature,Literature,mid
Who wrote 'The Blind Assassin'?,Margaret Atwood,Literature,Literature,hard
Who wrote 'The Trial'?,Franz Kafka,Literature,Literature,starter
Who wrote 'Dear Life'?,Alice Munro,Literature,Literature,mid
Who wrote 'Ethan Frome'?,Edith Wharton,Literature,Literature,starter
Who wrote 'The Reluctant Fundamentalist'?,Mohsin Hamid,Literature,Literature,hard
Who wrote 'The Murder of Roger Ackroyd'?,Agatha Christie,Literature,Literature,starter
What is a 'sonnet sequence'?,A series of sonnets linked by theme,Literature,Literature,starter
Who wrote 'It'?,Stephen King,Literature,Literature,starter
Who wrote 'Red Sorghum'?,Mo Yan,Literature,Literature,mid
Who wrote 'The Vegetarian'?,Han Kang,Literature,Literature,hard
The Buried Giant,Kazuo Ishiguro,Literature,Literature,starter
Who wrote 'The Sellout'?,Paul Beatty,Literature,Literature,hard
The Night Circus,Erin Morgenstern,Literature,Literature,mid
Who wrote '1Q84'?,Haruki Murakami,Literature,Literature,hard
Who wrote 'Carrie'?,Stephen King,Literature,Literature,mid
Who wrote 'Gitanjali'?,Rabindranath Tagore,Literature,Literature,starter
Who wrote 'The Forty Rules of Love'?,Elif Shafak,Literature,Literature,hard
Who wrote 'The Maltese Falcon'?,Dashiell Hammett,Literature,Literature,mid
What is a 'sestina'?,A 39-line poem with lexical repetition,Literature,Literature,mid
What is 'caesura'?,A pause in a line of poetry,Literature,Literature,mid
1Q84,Haruki Murakami,Literature,Literature,mid
Who wrote 'The Bone People'?,Keri Hulme,Literature,Literature,starter
Who wrote 'Closely Observed Trains'?,Bohumil Hrabal,Literature,Literature,starter
Who wrote 'Masnavi'?,Rumi,Literature,Literature,mid
Who wrote 'The Night Circus'?,Erin Morgenstern,Literature,Literature,starter
Who wrote 'The Testaments'?,Margaret Atwood,Literature,Literature,hard
Who wrote 'Oryx and Crake'?,Margaret Atwood,Literature,Literature,starter
Who wrote 'The Importance of Being Earnest'?,Oscar Wilde,Literature,Literature,hard
Who wrote 'Sea of Poppies'?,Amitav Ghosh,Literature,Literature,mid
Who wrote 'Agamemnon'?,Aeschylus,Literature,Literature,mid
Who wrote 'The Picture of Dorian Gray'?,Oscar Wilde,Literature,Literature,mid
Who wrote 'Six Problems for Don Isidro Parodi'?,Jorge Luis Borges and Adolfo Bioy Casares,Literature,Literature,mid
Who wrote 'The Man Without Qualities'?,Robert Musil,Literature,Literature,hard
Who wrote 'The Painted Bird'?,Jerzy Kosiński,Literature,Literature,mid
